WELL;DEPTH_MD;X_LOC;Y_LOC;Z_LOC;GROUP;FORMATION;CALI;RSHA;RMED;RDEP;RHOB;GR;SGR;NPHI;PEF;DTC;SP;BS;ROP;DTS;DCAL;DRHO;MUDWEIGHT;RMIC;ROPA;RXO;FORCE_2020_LITHOFACIES_LITHOLOGY;FORCE_2020_LITHOFACIES_CONFIDENCE;Cluster
34/11-2 S;1224.904;466837.03125;6788249.0;-1199.712036;HORDALAND GP.;Utsira Fm.;17.838563919;;1.2413848639;1.8167967796;1.8852392435;93.623847961;;;3.874216795;144.09042358;12.368837357;;;;;-0.01;;;25.44288063;-999.0;65000;1.0;2
31/2-19 S;2068.3664;519950.625;6753206.0;-1957.483521;ROGALAND GP.;Vaale Fm.;13.435206413;0.759993732;1.2378937006;1.2404543161;2.1367337704;93.719047546;;0.412825197;3.789441824;109.13291168;148.87400818;12.250000954;;206.63891602;1.1852062941;0.0794314966;;0.9083760381;;0.9085687995;65000;2.0;2
34/10-21;2782.5464034;454132.65625;6777266.5;-2753.114258;SHETLAND GP.;Kyrre Fm.;13.143950462;1.9279663563;1.5739103556;1.3446009159;2.4503276348;53.040489197;;0.3391840458;4.8539738655;100.71766663;26.905014038;;;;;0.01692768;;;;1.9465254545;65000;1.0;1
31/2-8;2729.7489795;526921.0;6758503.5;-2704.262939;DUNLIN GP.;Drake Fm.;11.786170006;2.1228675842;1.3874080181;0.9135018587;2.3686497211;60.696769714;57.808071136;0.2550370693;4.2466244698;89.453796387;59.729297638;;;;;0.0562889613;;;;2.1275849342;65030;1.0;1
16/2-11 A;1578.1711995;475441.4375;6518752.5;-1435.017578;HORDALAND GP.;Skade Fm.;12.200515747;;0.6845197082;0.7156659961;2.0728466511;114.84960175;;0.3868744373;3.7014205456;141.72473145;;12.250000954;41.767654419;;;-0.018706549;;;40.768081665;;65000;1.0;2
29/6-1;1624.5930007;444584.8125;6711932.0;-1599.465332;HORDALAND GP.;Grid Fm.;22.293519974;0.8099813461;0.8140406013;0.8428183794;;35.114433289;;;;143.56274414;64.644897461;;;;;;;;;0.7882498503;65000;1.0;2
31/2-1;1904.1802;530206.625;6737677.0;-1880.122925;BAAT GP.;Heather Fm.;11.804768562;3.1305799484;3.1305799484;2.566945076;2.3179206848;44.036170959;;0.3021090925;;97.576667786;34.945705414;12.250000954;;;;0.0095051182;;;;;65030;2.0;1
16/10-3;1822.7815993;460428.0;6453748.0;-1782.684326;HORDALAND GP.;Utsira Fm.;12.884518623;0.6123718619;0.6140461564;0.6908794045;2.151522398;119.60618591;;;3.4323885441;133.824646;87.835899353;12.250000954;48.200000763;;0.634518683;0.0161830708;0.1677569598;;;;65000;1.0;2
16/10-5;2713.1003873;448702.1875;6429296.0;-2669.588867;CROMER KNOLL GP.;Roedby Fm.;8.5522699356;1.6128697395;1.6133673191;1.6083899736;2.5022449493;70.377830505;;0.1786874086;7.1008090973;86.555557251;;8.5;80.001060486;166.79954529;0.0522703677;0.0188474208;;;20.356845856;;80000;1.0;1
25/2-13 T4;3421.688;469360.71875;6628704.5;-3396.091797;VESTLAND GP.;Sleipner Fm.;8.4150304794;9.5748176575;7.5976228714;6.0518846512;2.5542793274;42.048496246;;0.1530070901;2.8285865784;79.074241638;177.14405823;8.5;;;-0.084969252;0.0191719979;;;;8.5932760239;30000;1.0;1
35/11-7;2259.606;531922.5625;6766809.0;-2230.469238;VIKING GP.;Heather Fm.;8.9687995911;6.2341222763;5.3723735809;3.69947052;2.4504480362;82.813446045;;0.3464590013;3.7700815201;87.80557251;3.9313790798;8.5;;;;0.0118724471;;;;;65000;1.0;1
25/11-5;1609.6087189;463756.0;6562935.0;-1586.108765;HORDALAND GP.;Skade Fm.;12.330514908;;0.6222986579;0.5417701602;1.9527593851;37.129169464;;0.499846518;;151.085495;52.924118042;8.5;219.79208374;;3.8305149078;0.0002559095;1.1982640028;;;;65000;2.0;2
30/3-3;1616.334;497352.40625;6737314.5;-1594.264771;HORDALAND GP.;Utsira Fm.;18.190723419;0.9362672567;0.7386958599;0.6517585516;2.0393676758;30.545976639;;;8.2989711761;147.64686584;60.1939888;;;;;-0.008750848;;;;0.9380894899;65000;1.0;2
25/3-1;3714.232;487286.84375;6643981.0;-3691.542969;DUNLIN GP.;Sleipner Fm.;9.7817649841;10.337133408;5.6385998726;5.1804733276;2.6706869602;79.094696045;;0.2627238631;3.6256155968;77.559989929;250.0617218;8.5;25.820455551;;1.5562704802;0.0110157486;2.1568751335;10.295923233;;10.289079666;65030;1.0;1
25/5-4;2046.8243052;470376.5625;6608150.0;-2021.381958;HORDALAND GP.;Grid Fm.;15.029179573;;1.0659692287;1.0563834906;2.3174943924;57.571651459;;;5.1853637695;115.92964935;82.599563599;12.250000954;;;2.7791786194;0.0622757934;;;;-999.9000244;65000;1.0;2
31/3-2;1461.9769011;536846.375;6748635.5;-1436.865356;ROGALAND GP.;Vaale Fm.;;0.1779558659;1.3939324617;1.2297298908;2.3174929619;60.329162598;;0.3112532198;4.4486498833;114.83084106;191.11099243;;;;;-0.006254025;;;;0.1833343655;80000;1.0;1
34/8-3;1897.7844343;475757.0;6808438.0;-1874.613037;ROGALAND GP.;Lista Fm.;12.484399796;1.0019241571;0.9942967892;0.8628308773;2.1449120045;61.832145691;;0.4041005969;;137.04997253;30.046298981;;;;;-0.012599458;;;;;65000;1.0;2
35/11-1;2409.0411228;535653.5625;6783537.5;-2383.742432;VIKING GP.;Krossfjord Fm.;12.476037025;;6.0271291733;4.082280159;2.5036196709;110.95772552;;0.304207325;3.4432330132;87.849655151;21.385074615;;;;;-0.0264;;;;;65000;1.0;1
16/7-4;2173.404;442819.5625;6461118.5;-2148.320801;ROGALAND GP.;Lista Fm.;12.145449638;;0.8284847736;0.3794619739;2.2143912315;47.829593658;;0.3853756189;;138.09552002;148.71917725;12.250000954;2.9270038605;;-0.104545616;0.1247840002;0.1485847384;;;;65000;1.0;2
31/2-19 S;2586.5344;519643.84375;6753266.5;-2368.445801;VIKING GP.;Draupne Fm.;12.370780945;0.8497483134;2.1763157845;2.0456564426;2.2336885929;357.63034058;;0.4525251985;4.5604629517;120.06253052;155.8899231;12.250000954;;260.37088013;0.120780915;0.0018892388;;0.6171995997;;0.6209391952;65000;1.0;1
34/8-1;2777.4570232;469565.0;6803860.0;-2736.24585;BAAT GP.;Tarbert Fm.;8.0859003067;14.921482086;99.788215637;66.901679993;2.2905230522;55.270393372;;0.191575557;13.762542725;78.878921509;73.218460083;8.375;;;;-0.037699711;;;;7.5909757614;70000;1.0;1
33/5-2;4365.2240691;426920.25;6837584.0;-4337.140137;DUNLIN GP.;Cook Fm.;6.3043823242;;9.5036506653;6.1395478249;2.6300237179;98.31337738;;0.275072515;;78.678962708;69.301338196;6.0;;;;-0.008129131;;;;;65000;1.0;1
34/11-1;4438.763;473394.5;6771835.0;-4413.765137;DUNLIN GP.;Amundsen Fm.;9.2320642471;3.2293248177;3.080080986;2.6857089996;2.5934593678;74.450592041;;0.2391000986;;86.023956299;;8.375;;176.82574463;;;;2.4588413239;;;65000;1.0;1
35/4-1;2633.748;516083.1875;6822417.0;-2607.57959;SHETLAND GP.;Kyrre Fm.;17.59009552;;1.2649209499;1.1719563007;2.4186859131;93.770935059;;0.3649168015;3.4693465233;108.20436859;;17.5;13.925412178;214.67808533;;-0.011517551;;;;;65000;1.0;2
33/6-3 S;3083.9612;444702.625;6829509.0;-2978.3479;SHETLAND GP.;Kyrre Fm.;12.076164246;;1.995770216;1.956926465;;70.901664734;;0.30413571;;95.025543213;;12.250000954;37.938796997;186.74214172;;;;;36.584056854;;65000;1.0;1
15/9-17;3010.0699984;438596.6875;6478968.0;-2987.855713;VESTLAND GP.;Smith Bank Fm.;6.1466493607;3.2615904808;2.5916252136;2.056050539;2.5835208893;95.401329041;103.36567688;0.2578065991;3.6544296741;86.592422485;72.025871277;;2.0744502544;;;0.0274144001;0.1509812623;;;3.2443637848;65000;1.0;1
17/11-1;602.48101599;520153.1875;6452287.5;-575.4810181;HORDALAND GP.;;13.236485481;0.8029344082;1.8798558712;1.5111296177;1.9905092716;75.437004089;;0.5308901668;;159.87173462;35.836780548;;413.63641357;;;0.1056774035;1.0904202461;;;;65000;1.0;2
35/9-2;2087.6243577;550240.0625;6800627.0;-2055.411621;VIKING GP.;Draupne Fm.;9.5677537918;14.889579773;19.445955276;19.957073212;2.465098381;112.70746613;125.15237427;0.3504533172;;94.030181885;37.166660309;8.5;;174.48677063;1.067753315;-0.0030079;;13.437166214;;12.21182251;65000;1.0;1
31/2-8;2397.0209795;526933.625;6758509.5;-2371.865479;VIKING GP.;Heather Fm.;12.300767899;8.0236272812;5.8001513481;4.7934241295;2.4853281975;61.155063629;81.653518677;0.3933661878;3.1548302174;88.611480713;78.399139404;;;;;0.0476609357;;;;8.2075662613;65030;1.0;1
33/5-2;4028.8480691;426952.3125;6837591.5;-4002.449463;VIKING GP.;Heather Fm.;9.1994304657;0.6083212495;4.1598491669;3.8003838062;2.4039263725;81.822799683;;0.3220506012;;91.741546631;64.804885864;8.5;;;;-0.017424544;;;;;65000;1.0;1
34/8-1;3431.2090232;469618.78125;6803963.0;-3379.207764;HEGRE GP.;Lunde Fm.;10.709978104;;1.9712731838;2.0901780128;2.4188833237;85.95463562;;0.154572919;26.351276398;108.74705505;26.715288162;8.375;;;;-0.005367888;;;;;65000;1.0;1
29/6-1;1967.0490007;444579.8125;6711930.0;-1941.863525;ROGALAND GP.;Heimdal Fm.;17.1875;0.7605841756;0.6315282583;0.5229789615;;33.349689484;;;;161.80683899;63.867805481;;;;;;;;;0.7355824709;65000;1.0;2
34/8-1;1019.8810232;469664.34375;6803720.0;-996.855896;NORDLAND GP.;;17.906337738;;1.4113349915;1.6873739958;2.1706628799;85.908584595;;;2.4745190144;131.21987915;51.22177124;17.5;;;;-0.006311732;;;;;65000;1.0;2
34/8-1;2814.6970232;469566.59375;6803866.5;-2772.875488;BAAT GP.;Ness Fm.;8.0524301529;1.4914172888;31.145109177;24.990447998;2.2436127663;77.666648865;;0.2445139885;33.339019775;111.57051849;78.15737915;8.375;;;;-0.053469259;;;;1.4466912746;65030;1.0;1
34/11-2 S;4186.928;467166.125;6788107.5;-4078.297852;BAAT GP.;Ness Fm.;9.1424608231;;17.92864418;17.520679474;2.5095448494;76.944114685;;0.1289147288;2.7428519726;77.536170959;-21.6059761;;;;;0.0027280001;;;11.32656002;-999.0;65030;1.0;1
31/2-1;1423.5562;530203.6875;6737678.0;-1399.522095;VIKING GP.;Draupne Fm.;13.839992523;1.866084218;1.8483673334;1.6914688349;2.0702054501;65.829536438;;0.4640398622;;142.47537231;21.294532776;12.250000954;;;;0.0084016407;;;;1.6828937531;65000;1.0;2
25/6-2;2038.16;489826.6875;6602679.5;-2010.58313;ROGALAND GP.;Sele Fm.;17.872268677;1.1067715883;1.0580708981;1.3140240908;2.2847232819;90.568496704;;0.4203532636;;118.78572845;-1.535148501;17.5;16629.675781;;;0.0071410993;0.1617656499;1.7466777563;;1.7515035868;65000;1.0;2
35/9-10 S;3508.3176;537903.6875;6791146.0;-2997.779785;VIKING GP.;Heather Fm.;8.5332241058;;6.6983847618;6.8332452774;2.7198123932;90.739723206;;0.3583525717;5.6723794937;86.601631165;;8.5;27.195253372;171.65328979;;0.0613255464;;;;;65030;2.0;1
16/10-1;2298.9837898;444160.625;6435557.5;-2273.824707;SHETLAND GP.;Ekofisk Fm.;12.406200409;;1.506508708;1.1623613834;2.3702743053;25.762947083;;0.2335209399;4.2211327553;85.312889099;109.30154419;12.5;12.994957924;;-0.093799591;-0.022051159;0.1701534837;;;;70000;2.0;1
34/11-2 S;4158.2;467153.78125;6788112.0;-4052.728516;BAAT GP.;Ness Fm.;9.6452198029;;12.194379807;14.897060394;2.6166400909;99.282341003;;0.2513560057;4.1360402107;84.266517639;-30.93704224;;;;;0.0002;;;16.025999069;-999.0;65000;1.0;1
25/7-2;4616.184;454956.75;6570992.0;-4582.624512;VESTLAND GP.;Sleipner Fm.;10.468800545;6.6174449921;10.605524063;5.948445797;2.6780731678;57.228668213;;0.2956815362;;85.130905151;172.64665222;8.5;2.5005311966;;1.9687999487;0.0046813651;;4.7884244919;;5.4897918701;65000;1.0;1
25/4-5;3762.7348051;454469.53125;6603730.0;-3737.435059;VESTLAND GP.;Sleipner Fm.;7.403711319;4.1840987206;3.2402853966;3.1507072449;2.3789160252;52.807460785;;0.1871840358;;83.439476013;;8.5;;;-1.096288204;-0.009310605;;4.1840987206;;;65030;1.0;1
31/3-1;1483.197;540000.6875;6738654.0;-1459.998169;VIKING GP.;Sognefjord Fm.;12.478630066;1.5949815512;10.203337669;16.144153595;2.3437790871;79.056465149;;0.236990571;;123.8014679;116.19224548;12.250000954;;;;-0.032048002;;1.5874228477;;;65030;1.0;1
16/10-3;1897.4135993;460429.71875;6453747.5;-1857.292969;ROGALAND GP.;Lista Fm.;12.948806763;0.4485330284;0.4489599764;0.5174500942;2.161203146;109.43083954;;;3.014333725;135.8263855;87.883125305;12.250000954;33.400001526;;0.6988037825;0.0024493653;0.1677569598;;;;65000;1.0;2
35/11-6;1722.2716;524995.5625;6784874.5;-1694.753906;ROGALAND GP.;Sele Fm.;17.567584991;;0.9353256822;1.2770694494;2.0915489197;56.48286438;;;4.1307816505;121.0187912;58.237049103;;;;;-0.032428134;;;;;30000;1.0;2
35/4-1;2503.484;516085.25;6822416.0;-2477.33667;SHETLAND GP.;Kyrre Fm.;17.697191238;;1.0408862829;2.442286253;2.3702383041;91.64969635;;0.3673994243;3.6882882118;113.3430481;;17.5;15.263754845;215.11668396;;-0.009574282;;;;;65000;1.0;2
33/6-3 S;3748.3532;445103.53125;6829415.0;-3499.557373;SHETLAND GP.;Tryggvason Fm.;12.301413536;;1.7842222452;1.67466259;2.5739560127;73.508499146;;0.3296364844;4.5603637695;93.566238403;;12.250000954;16.872896194;183.68800354;;-0.011902751;;;17.65735817;;65000;1.0;1
34/7-20;2861.478;448302.6875;6812836.0;-2835.388672;DUNLIN GP.;Drake Fm.;12.649564743;2.7362587452;1.3000611067;1.6163299084;2.5083703995;127.72512054;;0.3914566636;;102.41990662;147.2281189;;;;;-0.013634562;;;;;65000;1.0;1
16/7-5;920.86398517;446273.71875;6468386.5;-894.0477905;NORDLAND GP.;Utsira Fm.;18.065092087;0.9561895728;0.9569867849;1.0711791515;;56.881477356;;;;145.68690491;37.405666351;;0.7599042058;;;;1.1503335238;;;;65000;1.0;2
15/9-13;2362.456;437619.125;6470981.5;-2337.092529;ROGALAND GP.;Lista Fm.;15.323908806;0.5949860215;1.2402213812;1.2902652025;1.9553998709;35.246013641;;0.476189971;5.326379776;134.27235413;76.310951233;;10.481787682;;;0.0267676841;0.1378003508;;;0.4568876922;30000;1.0;2
25/7-2;2281.312;454799.5;6571035.5;-2256.114746;ROGALAND GP.;Lista Fm.;22.127388;0.4656490982;0.885134697;1.0818306208;1.6278299093;30.972793579;;;;134.76066589;63.855922699;17.5;6.2882575989;;4.6509666443;-0.080450922;;0.2965245545;;0.3017739356;65000;1.0;2
25/2-7;2121.3140006;479877.46875;6641111.5;-2096.173096;HORDALAND GP.;Frigg Fm.;18.349086761;0.4589608312;0.4589608312;0.4285622239;2.0932791233;21.140052795;;;2.4296171665;105.06442261;38.376174927;17.5;;;;-0.010401173;;;;;30000;1.0;2
35/4-1;1647.268;516083.5625;6822415.0;-1621.190063;HORDALAND GP.;;17.206043243;;0.4632040858;0.6376433969;1.9869900942;83.207275391;;0.5095043182;10.018874168;157.68309021;;17.5;47.95059967;;;-0.024524786;;;;;65000;1.0;2
25/8-5 S;3046.9504;464180.21875;6590507.5;-2691.460938;DUNLIN GP.;Statfjord Fm.;8.6107177734;8.8634557724;14.578276634;3.3945972919;2.5573921204;68.234024048;;0.0468290523;4.7584056854;;;8.5;10.901455879;;0.1107179374;0.0178267546;1.4139515162;;;18.178462982;70000;1.0;1
34/10-21;3607.9064034;454110.40625;6777276.0;-3577.849365;DUNLIN GP.;Drake Fm.;12.324144363;0.6708461642;4.1460390091;3.5486636162;2.3043441772;95.628227234;;0.3256925642;5.3179688454;89.054626465;58.382369995;;;;;0.0113737918;;;;0.6197977066;65000;1.0;1
34/5-1 A;2490.1299924;478830.5;6845716.5;-2448.760986;SHETLAND GP.;Kyrre Fm.;12.195949554;;1.0514245033;0.9820848107;2.3394110203;87.498962402;;0.3733295798;5.0830850601;118.85173035;;12.250000954;40.944477081;255.88198853;;0.015597377;;;32.479816437;;65000;1.0;1
31/4-10;1523.1563926;510284.8125;6721196.5;-1501.109619;HORDALAND GP.;Utsira Fm.;12.214309692;0.9946625829;0.7747677565;0.8193776608;2.009116888;85.575836182;;;;149.17964172;171.16027832;;;;;;;;93.670433044;1.0127900839;65000;1.0;2
35/11-10;2851.8798779;528278.875;6765247.5;-2828.980713;DUNLIN GP.;Cook Fm.;8.6427402496;4.2221794128;4.221476078;3.9910876751;2.4828298092;97.97353363;;0.2742318511;;81.433120728;-136.1622009;8.5;;145.0259552;;0.0889451727;;3.0967969894;;3.0997936726;65000;1.0;1
25/2-13 T4;1336.856;469368.15625;6628722.0;-1313.744507;HORDALAND GP.;Utsira Fm.;17.633234024;1.718377471;1.4292906523;1.7057414055;2.1511154175;60.315567017;;;2.6602094173;128.51177979;21.011522293;17.5;;;0.1332383901;0.0665413663;;;;;65000;1.0;2
34/10-21;2206.0104034;454140.46875;6777267.5;-2176.669678;SHETLAND GP.;Jorsalfare Fm.;14.35427475;0.7850115895;1.06881392;1.1111826897;2.2350850105;55.32522583;;0.3857714832;4.0840492249;118.33544922;16.399360657;;;;;-0.000749215;;;;0.8140429854;65000;1.0;2
33/6-3 S;3626.2972;445030.28125;6829432.0;-3403.497803;SHETLAND GP.;Tryggvason Fm.;12.208580017;;1.4868012667;1.4338811636;;86.033691406;;0.3564163446;;98.558387756;;12.250000954;34.543849945;219.07997131;;;;;33.495140076;;65000;1.0;1
34/8-1;2224.7850232;469609.25;6803760.5;-2195.701416;SHETLAND GP.;Lista Fm.;13.414099693;;1.2910143137;1.0547071695;2.3568577766;87.871879578;;0.3536212146;2.7302691936;117.00178528;38.984565735;12.250000954;;;;-0.018614279;;;;;65000;1.0;1
34/5-1 A;4085.8259924;479129.5;6844493.0;-3415.570068;VIKING GP.;Heather Fm.;12.004040718;;1.8442151546;1.7385492325;2.420147419;117.07339478;;0.4623103738;5.6602578163;98.891494751;;12.250000954;15.055565834;192.62275696;;-0.020618586;;;22.121593475;;65000;1.0;1
26/4-1;3470.6961995;501153.3125;6608166.0;-3446.06543;DUNLIN GP.;Statfjord Fm.;9.406255722;0.8271093369;2.6017103195;1.9327952862;2.3874850273;34.430057526;;0.1824583709;2.5244774818;81.115592957;67.313926697;8.5;7.4399809837;;0.9062551856;-0.014946431;0.1378003508;;;;30000;1.0;1
35/11-7;1935.694;531920.5;6766803.5;-1906.617554;VIKING GP.;Sognefjord Fm.;8.5855789185;0.9291480184;1.1271535158;0.6196671724;2.1926009655;48.090908051;;0.2196972519;3.0655801296;94.445236206;36.504817963;8.5;;;;0.000454493;;;;;65030;1.0;1
35/11-7;2245.926;531922.4375;6766809.0;-2216.790771;VIKING GP.;Heather Fm.;8.8680000305;5.2697081566;5.2537007332;3.5105087757;2.42791605;85.736114502;;0.3292362392;3.8631856441;89.94493103;3.8031594753;8.5;;;;0.0024547146;;;;;65000;1.0;1
25/8-5 S;1390.7584;463957.3125;6591322.5;-1364.85022;HORDALAND GP.;Grid Mb.;12.774204254;0.9086709619;0.7709131837;0.6486677527;2.033526659;87.764099121;;0.8872122765;12.793466568;140.76541138;-235.0081482;12.250000954;40.211711884;;0.5242035985;-0.028734421;1.2342119217;0.284524709;;0.2364764512;65000;1.0;2
25/5-1;939.504;475846.34375;6621550.0;-914.4818726;HORDALAND GP.;Utsira Fm.;17.532148361;;1.2486960888;1.6557997465;2.0845861435;25.991090775;;;2.8239388466;135.75196838;19.703222275;;0.8856999874;;;-0.013967684;0.1306107789;;;;65030;1.0;2
15/9-13;958.888;437641.5;6470974.5;-933.8477783;NORDLAND GP.;Utsira Fm.;23.265600204;;0.7170583606;0.8469780087;1.4194762707;26.214607239;;;1.0554277897;153.56658936;27.847320557;;46.451442719;;;-0.012325786;0.129412517;;;;30000;1.0;2
25/2-7;870.50600061;479887.96875;6641111.0;-845.4945068;NORDLAND GP.;;24.01599884;0.6185536981;0.6185536981;0.7898305655;1.9001090527;31.81590271;;;5.975438118;146.26881409;38.802581787;17.5;2.8150699139;;;0.0961682275;0.1270159781;;;;30000;1.0;2
30/3-5 S;3987.2335862;496712.28125;6739830.5;-2844.855469;VIKING GP.;Lista Fm.;8.9417276382;;6.6936488152;6.1545338631;2.5750355721;76.196205139;;0.3165606856;3.5736575127;92.727073669;;;;;;0.0093171792;;;;;65000;1.0;1
34/3-1 A;3984.2007146;488126.25;6852968.0;-3833.322021;DUNLIN GP.;Cook Fm.;9.3277950287;;7.332552433;8.7898950577;2.4536290169;64.408744812;;0.2248161435;10.246181488;77.983131409;;8.5;7.1436338425;133.85969543;;-0.006719787;;;7.629679203;;30000;1.0;1
35/9-5;2736.8075872;543505.875;6799385.5;-2718.756836;CROMER KNOLL GP.;Roedby Fm.;8.4557800293;;6.3031601906;5.3991556168;2.5823726654;52.411857605;;0.158574596;3.7084028721;76.200653076;;8.5;19.83732605;140.10281372;;0.0007776429;;4.1236739159;15.638315201;;80000;1.0;1
16/7-5;1306.4879852;446273.90625;6468386.5;-1279.668091;HORDALAND GP.;Skade Fm.;11.875865936;1.548735261;1.5561323166;1.6068379879;1.9670484066;89.701789856;;0.5028640032;2.0827646255;140.99342346;55.424510956;;3.3438148499;;;-0.002958786;1.1383508444;;;;65000;1.0;2
25/2-7;1181.6500006;479887.84375;6641113.5;-1156.629028;HORDALAND GP.;;18.327999115;1.2868988514;1.2868988514;1.4451910257;1.8105677366;56.796585083;;;2.8868131638;157.53340149;41.676124573;17.5;1.2699000835;;;-0.005810737;0.1330073029;;;;65000;1.0;2
25/2-7;3709.4100006;479843.15625;6641085.5;-3683.59375;DUNLIN GP.;Sleipner Fm.;12.581557274;8.5889978409;8.5889978409;5.6547813416;2.0183773041;84.27797699;;0.2864231765;5.997382164;88.044242859;69.354888916;8.5;;;;0.0115195597;;;;;90000;2.0;1
31/3-1;1977.197;539998.9375;6738649.5;-1953.889038;DUNLIN GP.;Cook Fm.;8.3299703598;;1.1604920626;1.0055023432;2.2074751854;70.061454773;;0.2597111464;;97.450080872;-2.74634552;8.5;;;;-0.01273093;;;;;65030;1.0;1
29/6-1;3750.7690007;444520.90625;6711947.5;-3723.197754;SHETLAND GP.;Blodoeks Fm.;10.774011612;;1.3597935438;1.2700817585;;51.799007416;;;;101.32603455;43.397068024;;;;;;;;;;65000;1.0;1
31/3-1;1075.077;539998.75;6738654.0;-1051.924927;ROGALAND GP.;Sele Fm.;;;0.7899224162;0.7399080396;2.0632431507;86.918838501;;;;147.29098511;70.06452179;;;;;-0.018615399;;;;;65000;1.0;2
25/8-5 S;1997.0864;463952.09375;6591195.0;-1951.577637;ROGALAND GP.;Balder Fm.;13.822518349;1.7306367159;1.3586654663;1.1577115059;2.3439855576;70.075042725;;0.5670236349;4.2567353249;103.42684174;-222.3379364;12.250000954;7.3137879372;214.12942505;1.572521925;0.0029344177;1.4978300333;1.5124652386;;1.0651732683;99000;3.0;2
34/12-1;4481.7495842;499930.90625;6787691.0;-4457.043457;BAAT GP.;Rannoch Fm.;8.2953014374;6.9008741379;8.3558530807;7.9339799881;2.6238777637;62.848529816;0.0177049376;0.1037168652;5.1763758659;66.583831787;;8.375;3.7337970734;140.87353516;;-0.004198204;;;2.7820746899;;30000;2.0;1
34/7-20;2174.59;448296.21875;6812833.5;-2148.54541;SHETLAND GP.;Kyrre Fm.;12.510959625;1.6454120874;1.2933474779;1.3043842316;2.3524148464;98.657028198;;0.4222596586;;118.61167908;76.608596802;;;;;-0.013792787;;;;;65000;1.0;2
34/4-10 R;3847.386467;450940.84375;6832991.5;-3821.719971;SHETLAND GP.;Kyrre Fm.;8.6648979187;;3.2927064896;4.6531295776;2.4753067493;177.82188416;;0.2339074314;6.4173488617;97.227371216;;8.5;5.3275580406;183.56951904;;-0.040304627;;;0.073897548;;65000;1.0;1
17/11-1;1432.249016;520153.1875;6452287.5;-1405.249023;SHETLAND GP.;Hod Fm.;12.551864624;3.4979560375;3.1226611137;3.1771497726;2.4082083702;26.998306274;;0.1863694787;;85.757415771;31.249959946;;41.22990036;;;0.0014388623;1.1683074236;;;;70032;1.0;1
35/11-7;1422.238;531917.4375;6766799.5;-1393.204468;ROGALAND GP.;Lista Fm.;16.672649384;;0.7520563602;0.6136054993;1.9049919844;56.549747467;;;8.2303466797;149.67626953;53.879924774;12.250000954;;;;0.171090439;;;;;65000;1.0;2
16/7-4;1567.988;442819.40625;6461120.0;-1542.933105;HORDALAND GP.;Utsira Fm.;13.567874908;;1.1205109358;0.7811843157;2.0293855667;58.249099731;;0.4332095087;;140.81878662;91.652435303;12.250000954;1.9780209064;;1.3178756237;0.0644080043;0.1342055649;;;;65000;1.0;2
16/2-16;700.23039612;476768.125;6523589.0;-673.8816528;NORDLAND GP.;;14.722478867;;1.3155859709;1.3446941376;;105.03086853;;0.4836789668;;167.58152771;;9.875;30.481182098;;;0.0477173775;;;;;65000;1.0;2
30/3-3;1488.654;497354.5625;6737313.5;-1466.60498;HORDALAND GP.;Utsira Fm.;17.101133347;0.8849297762;1.0933382511;0.9596889019;2.0843849182;35.866840363;;;5.7325439453;145.92944336;59.298038483;;;;;0.0037007283;;;;0.8924332261;65000;2.0;2
31/2-19 S;3589.7344;519060.4375;6753433.0;-3167.180176;BAAT GP.;Heather Fm.;8.5049619675;0.8304966092;2.2266972065;2.5869483948;2.5392458439;86.119041443;;0.2073577493;4.4675550461;71.92073822;-145.2037354;8.5;;;0.00496234;0.0096320212;;1.0094438791;;1.0072261095;65000;1.0;1
16/10-3;2097.1415993;460436.5;6453743.5;-2056.864258;SHETLAND GP.;Tor Fm.;15.883428574;0.5269354582;0.522270143;0.6627785563;2.3642408848;58.86554718;;;5.7405166626;79.065536499;89.283157349;12.250000954;16.899999619;;3.6334311962;0.0093597276;0.1677569598;;;;70032;1.0;1
35/11-11;1313.2676;530378.4375;6775192.0;-1289.700195;HORDALAND GP.;Utsira Fm.;12.599243164;;1.1034413576;1.1151292324;2.1651649475;106.09934998;;0.6195633411;3.7701323032;145.55984497;65.643409729;12.250000954;63.417003632;406.64593506;;0.0004372944;;0.8780170679;65.945175171;;65000;1.0;2
34/12-1;4211.9495842;499935.78125;6787694.0;-4187.339355;VIKING GP.;Draupne Fm.;8.5554971695;1.6923131943;1.715654254;1.6918828487;2.5044369698;157.36924744;0.0123560112;0.3037071526;7.8351745605;110.71440125;;8.375;29.386678696;217.20788574;;0.0144123556;;;9.2068309784;;65000;2.0;1
25/8-7;1150.7671147;475895.84375;6593126.5;-1125.76709;HORDALAND GP.;Utsira Fm.;12.510586739;1.1595522165;1.1630005836;1.2149573565;;86.141952515;;;;143.04571533;63.043922424;12.250000954;116.11857605;;0.2605816126;;0.1521795243;0.9218139648;;;65000;1.0;2
25/8-7;1815.6151147;475895.84375;6593126.5;-1790.615112;HORDALAND GP.;Grid Fm.;13.574001312;0.5126066208;0.5116832256;0.4377167523;;69.394844055;;;;137.95916748;;12.250000954;28.131181717;;1.3240025043;;0.1521795243;0.4429842234;;;99000;3.0;2
34/2-4;3966.681436;482069.53125;6847160.5;-3932.504883;DUNLIN GP.;Burton Fm.;9.2971172333;6.2034840584;5.258620739;5.0944328308;2.6139233112;54.518295288;81.850372314;0.2195276618;3.4005787373;75.988395691;153.6139679;;;;;-0.026512727;;;;;65030;1.0;1
